RowId,Location
272,35.4853286743
273,31.7310581207
274,37.6315460205
275,59.6542205811
276,35.7958908081
277,71.1366958618
278,34.9195175171
279,37.6263580322
280,37.8230934143
281,26.0434093475
282,38.7591705322
283,57.379611969
284,28.3062610626
285,76.5142288208
286,27.287229538
287,39.6698951721
288,29.8624267578
289,19.2366065979
290,31.3300857544
291,49.7009849548
292,56.4453697205
293,64.9253845215
294,70.2935943604
295,35.7880935669
296,72.2956542969
297,50.1652603149
298,66.8926010132
299,49.8685150146
300,79.1910934448
301,65.996421814
302,36.6275672913
303,30.0707740784
304,36.8684883118
305,59.6317825317
306,37.3167724609
307,73.3399810791
308,37.2587051392
309,37.402053833
310,38.2580947876
311,22.7444400787
312,37.4163551331
313,56.5199699402
314,30.2974624634
315,78.9920654297
316,29.5883331299
317,39.3480873108
318,29.5695133209
319,15.3229436874
320,30.5627307892
321,49.1583938599
322,59.4020614624
323,63.2711791992
324,75.6538085938
325,33.7511901855
326,76.1113510132
327,49.0913391113
328,74.3746261597
329,48.6326980591
330,83.1421127319
331,67.009223938
332,37.1404190063
333,28.7827568054
334,37.6169471741
335,60.4850654602
336,37.2217712402
337,73.7181930542
338,38.2542915344
339,35.030292511
340,38.1310577393
341,23.1495037079
342,39.0234222412
343,56.5293807983
344,24.9526958466
345,79.6380386353
346,27.4155731201
347,38.4779663086
348,26.2670917511
349,15.2969913483
350,29.8240432739
351,47.8648834229
352,50.5754623413
353,63.5890922546
354,76.6789779663
355,32.044303894
356,76.2667007446
357,46.9085273743
358,67.853553772
359,47.4438209534
360,84.450088501
361,67.6334228516
362,37.1134605408
363,27.3570365906
364,35.5857467651
365,59.1467208862
366,36.5742378235
367,76.454788208
368,37.7932624817
369,37.2377929688
370,37.4110984802
371,18.3963737488
372,35.8082695007
373,56.0477333069
374,27.0270690918
375,84.4632110596
376,28.6465148926
377,39.6853179932
378,25.1230621338
379,11.7070884705
380,25.922082901
381,47.3880805969
382,59.2879714966
383,63.8159751892
384,80.234664917
385,29.6904163361
386,79.706817627
387,46.8211936951
388,75.7036743164
389,46.2152709961
390,87.2941360474
391,66.4195022583
392,37.3182945251
393,29.1913471222
394,36.8236503601
395,60.1378440857
396,38.6060562134
397,73.1376953125
398,38.5802192688
399,35.889541626
400,38.3330497742
401,22.3800945282
402,37.197101593
403,56.9677734375
404,31.6937198639
405,80.0095596313
406,29.8104724884
407,38.3002967834
408,30.059715271
409,15.5163002014
410,30.3345317841
411,48.7823104858
412,58.8751220703
413,62.4048194885
414,77.8067169189
415,33.6382141113
416,78.4323043823
417,48.6959037781
418,74.0146942139
419,48.4698562622
420,85.9351959229
421,66.9007797241
422,37.3144226074
423,30.5249710083
424,35.8934631348
425,61.1628990173
426,37.1747589111
427,73.4759368896
428,38.6896591187
429,36.5539894104
430,36.8162994385
431,24.6463069916
432,36.4172973633
433,56.9107322693
434,27.7474880219
435,79.5175933838
436,29.4592037201
437,38.8518600464
438,26.9253883362
439,19.5395545959
440,27.022151947
441,45.88829422
442,59.4728660583
443,60.7641792297
444,71.5625762939
445,34.1646995544
446,69.7171783447
447,46.7333450317
448,68.1886138916
449,46.2341270447
450,79.8902053833
451,67.3770446777
452,40.5108909607
453,28.9520263672
454,39.7059593201
455,59.1400527954
456,39.4363937378
457,76.5199584961
458,41.0122871399
459,38.0710983276
460,40.3432273865
461,19.9159641266
462,41.3281593323
463,55.2291183472
464,31.5913791656
465,82.0644989014
466,31.7522602081
467,41.6801986694
468,32.1722793579
469,13.1694488525
470,34.2099685669
471,50.1859359741
472,57.176158905
473,65.8886184692
474,78.7587738037
475,31.9441547394
476,78.8237838745
477,48.876411438
478,74.9375762939
479,49.4820327759
480,83.9613037109
481,65.9103088379
482,39.1703224182
483,29.6119842529
484,37.4033126831
485,59.7802047729
486,40.6341438293
487,72.4741287231
488,40.8825836182
489,35.5529594421
490,38.9953117371
491,23.2387275696
492,37.9735183716
493,56.8024253845
494,31.4447975159
495,81.1533660889
496,33.3869857788
497,40.0410652161
498,29.9664058685
499,16.2159690857
500,29.580947876
501,46.8695259094
502,60.2469940186
503,59.6537475586
504,81.9540023804
505,32.5296936035
506,81.1746673584
507,46.7349967957
508,76.5888824463
509,46.4051742554
510,89.5868835449
511,66.6572113037
512,36.9112014771
513,29.7518730164
514,36.1979141235
515,60.0846061707
516,37.1279144287
517,72.8953094482
518,37.9992370605
519,36.3376541138
520,37.12657547
521,23.6723957062
522,37.2546005249
523,57.025478363
524,28.9086265564
525,79.6479034424
526,30.786989212
527,38.8194847107
528,29.1987304688
529,16.997505188
530,30.5762443542
531,47.8731994629
532,54.4606781006
533,62.4658355713
534,74.9378814697
535,33.8825569153
536,73.6802825928
537,47.5683403015
538,70.1909255981
539,48.0357437134
540,81.3966903687
541,64.8142700195
542,35.9784393311
543,31.9299545288
544,35.8036613464
545,59.2807998657
546,37.1207618713
547,71.902305603
548,35.9864692688
549,38.0465660095
550,36.3824920654
551,24.6824398041
552,35.9086074829
553,58.7806968689
554,30.706161499
555,76.4454803467
556,29.5323677063
557,39.1945533752
558,30.865032196
559,20.2708454132
560,30.1645889282
561,48.3854293823
562,58.2877235413
563,62.8927001953
564,71.7027130127
565,34.9305953979
566,71.3727264404
567,49.3263206482
568,71.0432281494
569,47.9414558411
570,79.3399429321
571,65.7523651123
572,39.074054718
573,31.838968277
574,36.9125709534
575,60.3203735352
576,38.7765960693
577,73.2068252563
578,40.1059494019
579,39.7273750305
580,38.3880386353
581,24.5967121124
582,37.9423561096
583,59.3782310486
584,30.9648990631
585,77.3886260986
586,31.3089294434
587,43.3866081238
588,29.1704597473
589,18.4564056396
590,29.5362930298
591,54.6079750061
592,58.2337341309
593,63.0501747131
594,73.2065429688
595,33.0065841675
596,72.9445648193
597,49.1540184021
598,71.8221817017
599,49.290687561
600,79.086151123
601,65.7511749268
602,37.4069213867
603,31.3419265747
604,37.4626998901
605,60.5436172485
606,38.3231620789
607,71.9479827881
608,38.7746734619
609,37.2393264771
610,38.4812736511
611,25.6014289856
612,38.727596283
613,57.0394477844
614,28.9399280548
615,77.9337768555
616,29.9802036285
617,39.1983184814
618,29.082660675
619,19.0679206848
620,30.3881702423
621,48.8543548584
622,57.4261550903
623,62.6856307983
624,70.6105575562
625,36.1984100342
626,70.4996414185
627,48.6091880798
628,66.8773269653
629,49.0585632324
630,78.7649383545
631,65.8255004883
632,36.6335716248
633,30.769701004
634,38.2126121521
635,60.2927780151
636,38.4477500916
637,71.9500656128
638,36.953289032
639,36.7173881531
640,39.3858451843
641,23.4357318878
642,38.7624320984
643,58.0987854004
644,30.9205379486
645,77.0526275635
646,30.0084667206
647,38.4175491333
648,31.0516815186
649,17.5298366547
650,32.9852752686
651,50.1136512756
652,58.3742027283
653,63.4541778564
654,76.9967956543
655,35.4765701294
656,78.4989242554
657,49.960735321
658,75.0334777832
659,50.4574966431
660,85.7754440308
661,65.8447494507
662,39.59998703
663,29.260635376
664,37.7799224854
665,60.0250320435
666,40.5933914185
667,72.7976760864
668,40.7593154907
669,35.4631080627
670,38.9997253418
671,22.6824455261
672,38.3588676453
673,56.5414466858
674,31.205406189
675,80.6026535034
676,33.1434555054
677,39.3887939453
678,29.5674209595
679,15.6700801849
680,30.1982460022
681,47.150188446
682,59.0174484253
683,60.3893852234
684,82.4422073364
685,31.979259491
686,81.7704696655
687,46.3818130493
688,76.2085418701
689,46.221912384
690,90.1916656494
691,65.3408584595
692,35.4695358276
693,28.9429264069
694,35.7010803223
695,57.295124054
696,36.644657135
697,74.3836135864
698,36.2890319824
699,37.4976768494
700,37.1497497559
701,20.7553215027
702,36.6351966858
703,53.5367431641
704,28.0902118683
705,81.3065490723
706,29.1777954102
707,40.2238235474
708,27.5112190247
709,12.9620218277
710,30.9528656006
711,47.8037948608
712,57.1199493408
713,63.6563301086
714,74.8741760254
715,31.8503952026
716,75.9366455078
717,47.8040885925
718,71.2373504639
719,47.3824882507
720,81.6391601562
721,66.3705749512
722,35.8859863281
723,27.9394073486
724,36.1746520996
725,60.9192352295
726,36.7763214111
727,73.9859008789
728,36.5656967163
729,34.5102119446
730,36.4880828857
731,21.464384079
732,36.9908447266
733,56.3614616394
734,26.6954078674
735,80.2271728516
736,28.0873622894
737,37.5088043213
738,26.1415557861
739,15.0680494308
740,28.1377220154
741,45.6107940674
742,59.6900787354
743,62.1140213013
744,74.1571655273
745,32.9053039551
746,73.8800125122
747,46.9910736084
748,70.5060806274
749,46.2815933228
750,83.8648910522
751,66.2791595459
752,38.9888954163
753,28.793138504
754,37.427028656
755,59.4954795837
756,40.7673034668
757,73.3461914062
758,40.7388267517
759,35.3190689087
760,39.1028556824
761,22.1870536804
762,38.049987793
763,56.5179405212
764,30.9984912872
765,81.7555618286
766,33.5796394348
767,39.4921112061
768,29.3149623871
769,14.6706562042
770,29.3496627808
771,46.9510040283
772,61.0148735046
773,59.9231643677
774,83.4639358521
775,31.6878471375
776,82.925201416
777,46.5632286072
778,77.8863601685
779,45.9482307434
780,91.425567627
781,67.049659729
782,32.6019630432
783,28.9790649414
784,35.2502861023
785,60.5242805481
786,34.4325408936
787,72.2328948975
788,34.7417259216
789,35.4805183411
790,36.1430587769
791,24.368516922
792,37.547580719
793,58.4985084534
794,23.7657966614
795,79.7543334961
796,24.2044773102
797,38.333946228
798,25.4372806549
799,16.3629722595
800,29.1780128479
801,52.0668945312
802,51.7154045105
803,64.6091079712
804,73.1434249878
805,38.4150314331
806,74.0700073242
807,52.202331543
808,67.3387451172
809,51.7911491394
810,81.3660049438
811,67.9267959595
812,39.3825531006
813,29.395822525
814,37.3944396973
815,60.866355896
816,39.8717384338
817,73.4171142578
818,40.884311676
819,36.4306602478
820,37.8326873779
821,23.125
822,38.2940101624
823,58.10181427
824,29.5986938477
825,80.8865814209
826,33.5441131592
827,37.9541778564
828,28.3020782471
829,17.0538311005
830,29.7991085052
831,46.5622634888
832,55.273147583
833,61.1934814453
834,76.919593811
835,31.4848804474
836,75.3245391846
837,46.4794158936
838,71.0539398193
839,46.0220336914
840,85.2123336792
841,66.7000808716
842,40.4055480957
843,30.7428188324
844,37.5454330444
845,58.3457107544
846,41.2986106873
847,75.4897689819
848,42.2376937866
849,39.0162811279
850,40.2402114868
851,21.4704380035
852,38.6442337036
853,54.2548332214
854,35.8430709839
855,81.8603820801
856,35.1617088318
857,42.8587417603
858,34.2714500427
859,15.8580579758
860,29.8502063751
861,46.1153717041
862,64.3190231323
863,62.326675415
864,82.9572982788
865,30.6088104248
866,80.4982528687
867,46.4230690002
868,81.4144744873
869,46.245426178
870,87.4734649658
871,64.4322052002
872,34.533290863
873,31.1296291351
874,38.5080490112
875,58.2543296814
876,37.4775009155
877,70.8339920044
878,34.4717597961
879,37.8128509521
880,40.3899307251
881,24.3714237213
882,40.5859642029
883,53.2568054199
884,30.1687049866
885,75.0792770386
886,26.5782833099
887,36.8053588867
888,33.0129776001
889,17.9397201538
890,34.9648208618
891,47.4336128235
892,56.6729011536
893,66.1016540527
894,69.7505569458
895,38.1350021362
896,74.2588806152
897,50.7419166565
898,70.8743743896
899,52.7021598816
900,76.6601867676
901,67.319229126
902,38.2455635071
903,29.5600471497
904,36.3601646423
905,58.7389144897
906,38.8667449951
907,75.2949371338
908,40.2622795105
909,36.9634895325
910,37.8714866638
911,21.7311115265
912,36.9624290466
913,56.9238853455
914,31.1338443756
915,82.0642547607
916,31.4668197632
917,39.2623100281
918,30.1894683838
919,15.8347177505
920,28.9546928406
921,46.938533783
922,58.9633560181
923,64.5492095947
924,73.6970901489
925,29.3708114624
926,73.358039856
927,45.671207428
928,71.79271698
929,45.8518562317
930,82.5932769775
931,67.1493377686
932,38.567111969
933,29.0450782776
934,36.063659668
935,57.9834251404
936,38.7295227051
937,75.2309417725
938,40.3466873169
939,37.6969223022
940,36.953868866
941,20.8971405029
942,37.202796936
943,54.6020698547
944,32.1454086304
945,82.6502227783
946,33.5240364075
947,40.5694923401
948,31.165096283
949,14.5366516113
950,30.5550994873
951,45.937587738
952,59.1318321228
953,62.500579834
954,77.2560424805
955,29.6399993896
956,75.7559814453
957,44.8459129333
958,74.9458389282
959,45.1663780212
960,84.4931564331
961,65.3316345215
962,37.0970687866
963,31.1794128418
964,36.8662948608
965,58.9285125732
966,37.973903656
967,70.587059021
968,38.4851722717
969,36.8999023438
970,37.8290176392
971,24.9603500366
972,36.9426612854
973,57.2809295654
974,28.0798606873
975,77.5138168335
976,30.8232574463
977,38.7795410156
978,27.8454380035
979,18.3055953979
980,30.0185699463
981,48.0306282043
982,53.0413131714
983,61.3703155518
984,71.9572296143
985,34.1328277588
986,71.9747848511
987,47.7521286011
988,67.1454315186
989,47.8411216736
990,79.1781311035
991,64.4552993774
992,39.1452522278
993,28.7358608246
994,37.3994102478
995,57.5156326294
996,39.4449615479
997,73.7073898315
998,39.9191246033
999,37.1166915894
1000,39.2180786133
1001,19.9217453003
1002,39.599357605
1003,53.2504463196
1004,32.2299728394
1005,80.1770858765
1006,34.8893737793
1007,41.7584152222
1008,32.088848114
1009,12.6701345444
1010,34.5412445068
1011,47.3995628357
1012,61.0731430054
1013,61.7746887207
1014,78.8871994019
1015,31.109380722
1016,79.1241149902
1017,46.6593437195
1018,75.8226318359
1019,46.617023468
1020,83.6503448486
1021,67.9393539429
1022,39.9458312988
1023,28.3981666565
1024,38.4290390015
1025,60.5694694519
1026,40.1849594116
1027,74.9895935059
1028,41.447101593
1029,35.9809799194
1030,38.9559135437
1031,21.0390529633
1032,39.4521408081
1033,57.7303466797
1034,29.6857185364
1035,82.32762146
1036,33.5079269409
1037,37.6958847046
1038,28.8111019135
1039,14.3636713028
1040,30.3916244507
1041,47.1170730591
1042,58.3792495728
1043,62.1188049316
1044,80.7336959839
1045,30.90102005
1046,79.8730010986
1047,47.2048606873
1048,75.9409637451
1049,46.8631057739
1050,90.6335906982
1051,63.6502761841
1052,39.7108039856
1053,29.3988113403
1054,40.3963394165
1055,58.1201629639
1056,40.4871749878
1057,71.4533691406
1058,40.0790519714
1059,37.1256904602
1060,42.3125610352
1061,23.1365375519
1062,41.6872177124
1063,54.5963401794
1064,32.4635505676
1065,78.0599365234
1066,33.2437667847
1067,39.3704872131
1068,32.4923667908
1069,15.7313117981
1070,36.3401832581
1071,49.4425811768
1072,58.0289115906
1073,62.7318954468
1074,77.7110977173
1075,34.3508491516
1076,79.1385879517
1077,49.0891838074
1078,73.357131958
1079,49.2298545837
1080,82.7506866455
1081,67.942199707
1082,39.7404327393
1083,30.3361301422
1084,37.0478477478
1085,60.2567367554
1086,38.776763916
1087,74.7717590332
1088,41.4714355469
1089,37.793598175
1090,39.6722488403
1091,23.0298957825
1092,36.6054611206
1093,57.5554618835
1094,30.2948379517
1095,82.4400634766
1096,32.7495269775
1097,42.1746292114
1098,28.6223258972
1099,15.3564033508
1100,28.3811454773
1101,48.335231781
1102,58.172416687
1103,62.1837234497
1104,81.1910934448
1105,31.0848064423
1106,79.7518539429
1107,46.9561347961
1108,76.8976898193
1109,46.2705307007
1110,87.2498855591
1111,66.4702682495
1112,35.6556358337
1113,29.408416748
1114,35.0424537659
1115,59.7520523071
1116,37.5107650757
1117,72.8879394531
1118,38.0363807678
1119,36.1845626831
1120,36.5597572327
1121,23.7448120117
1122,37.277545929
1123,58.8673171997
1124,26.7178936005
1125,78.9022674561
1126,29.8834171295
1127,39.4991340637
1128,27.6604804993
1129,17.5036468506
1130,27.9147033691
1131,47.7816696167
1132,49.569984436
1133,61.7492179871
1134,72.5676651001
1135,32.2642822266
1136,71.6775894165
1137,48.27967453
1138,64.3687057495
1139,47.5522270203
1140,80.2494506836
1141,66.2176742554
1142,33.0713577271
1143,28.3805046082
1144,34.3417549133
1145,58.8956489563
1146,34.1741256714
1147,73.1738128662
1148,33.4995422363
1149,35.5075531006
1150,34.4415130615
1151,21.8753986359
1152,36.2033462524
1153,55.9841117859
1154,24.1485157013
1155,79.603012085
1156,24.1104164124
1157,37.7681007385
1158,25.1832389832
1159,14.6827039719
1160,27.8618049622
1161,47.1846122742
1162,50.9830741882
1163,63.9609107971
1164,69.7528762817
1165,33.5310821533
1166,71.1820297241
1167,48.5769195557
1168,65.8774719238
1169,49.0485839844
1170,77.9921264648
1171,66.1927947998
1172,39.3568840027
1173,31.5320415497
1174,38.2918357849
1175,59.5706062317
1176,39.6295547485
1177,71.9440383911
1178,40.5690002441
1179,37.4061889648
1180,39.1367225647
1181,25.347448349
1182,38.5269203186
1183,57.529296875
1184,30.4140510559
1185,78.783744812
1186,32.2065925598
1187,39.5736923218
1188,29.2843437195
1189,18.1136894226
1190,29.873298645
1191,48.2820587158
1192,56.8066482544
1193,62.2017364502
1194,75.4071807861
1195,31.8318862915
1196,74.7823486328
1197,47.0861854553
1198,69.8766479492
1199,46.8686218262
1200,84.2600631714
1201,67.7744598389
1202,34.2273254395
1203,28.7559680939
1204,34.4614906311
1205,59.8830795288
1206,34.5730895996
1207,75.5270996094
1208,34.8045959473
1209,36.4904785156
1210,34.5543937683
1211,21.7141742706
1212,36.0280647278
1213,57.4321784973
1214,24.5247783661
1215,81.0523452759
1216,24.4909629822
1217,38.4934158325
1218,25.1646575928
1219,14.2548522949
1220,26.9526920319
1221,47.4639472961
1222,51.2474899292
1223,64.2847671509
1224,70.956237793
1225,32.1923751831
1226,71.0682373047
1227,47.589099884
1228,66.3521575928
1229,47.7461357117
1230,78.1376800537
1231,67.0441055298
1232,35.6635742188
1233,28.1777477264
1234,35.7211456299
1235,59.325050354
1236,37.058883667
1237,75.1812973022
1238,37.4308357239
1239,36.2764167786
1240,37.1831550598
1241,19.4278259277
1242,36.930721283
1243,56.5537796021
1244,27.9824199677
1245,82.9445419312
1246,29.4589824677
1247,38.7045707703
1248,27.5894508362
1249,11.7747545242
1250,30.1333255768
1251,49.1564331055
1252,57.6011123657
1253,64.0888824463
1254,76.0670471191
1255,32.326789856
1256,76.8542938232
1257,49.2596359253
1258,72.1355133057
1259,48.1196479797
1260,83.1607589722
1261,66.782699585
1262,30.9791049957
1263,29.6387825012
1264,36.3031768799
1265,60.6229286194
1266,34.0204772949
1267,72.9855804443
1268,29.7609710693
1269,36.3306732178
1270,37.053237915
1271,22.2010860443
1272,39.1422729492
1273,54.8951835632
1274,24.2233695984
1275,76.6336669922
1276,20.5799713135
1277,35.2889823914
1278,27.1196670532
1279,14.5930967331
1280,32.2798347473
1281,50.8985176086
1282,54.2359771729
1283,70.3330307007
1284,70.3819885254
1285,40.1798744202
1286,74.8177185059
1287,53.5153312683
1288,70.2869567871
1289,56.0033912659
1290,78.2122650146
1291,64.3202972412
1292,36.4876098633
1293,29.05975914
1294,38.8005828857
1295,58.6130332947
1296,38.1408576965
1297,71.3605041504
1298,37.8188972473
1299,35.2195587158
1300,39.0069351196
1301,22.8177833557
1302,39.9198532104
1303,56.6036529541
1304,28.7819747925
1305,76.8880691528
1306,29.5725402832
1307,36.9608612061
1308,30.0560703278
1309,16.2404136658
1310,32.9794960022
1311,46.8634796143
1312,50.2397384644
1313,62.3437309265
1314,72.9601593018
1315,33.9335975647
1316,74.2365646362
1317,47.6800613403
1318,65.945350647
1319,48.1290206909
1320,80.7734603882
1321,66.5794219971
1322,34.5631370544
1323,29.6709461212
1324,37.4630279541
1325,59.7425689697
1326,36.8242607117
1327,71.8665084839
1328,35.4345703125
1329,35.643497467
1330,37.858127594
1331,23.1996459961
1332,38.2179603577
1333,56.6272735596
1334,29.0075950623
1335,77.7702484131
1336,26.891998291
1337,37.3047599792
1338,29.2156963348
1339,15.4229736328
1340,31.5377540588
1341,49.5756187439
1342,55.9871559143
1343,63.781791687
1344,74.7477722168
1345,35.4717254639
1346,76.5494232178
1347,50.5258979797
1348,70.29662323
1349,50.6021690369
1350,82.7504043579
1351,64.579460144
1352,36.3169021606
1353,31.9751873016
1354,37.6246299744
1355,59.316116333
1356,37.1598167419
1357,70.2355194092
1358,36.4044876099
1359,38.1179084778
1360,38.8033294678
1361,27.200553894
1362,38.4990196228
1363,57.2736968994
1364,31.28074646
1365,75.3962860107
1366,29.4333305359
1367,40.172706604
1368,32.2218666077
1369,21.3503761292
1370,30.844587326
1371,49.4734687805
1372,60.4102401733
1373,63.3578224182
1374,71.1761322021
1375,34.7848014832
1376,72.4016952515
1377,49.247543335
1378,69.5107345581
1379,49.418598175
1380,78.9049682617
1381,67.8109893799
1382,38.43592453
1383,27.4785194397
1384,34.8633384705
1385,58.838924408
1386,40.0023117065
1387,75.6823654175
1388,41.0699691772
1389,36.8262023926
1390,37.7809028625
1391,19.2097740173
1392,36.7271575928
1393,55.4539909363
1394,32.8783378601
1395,83.4211044312
1396,35.8720703125
1397,41.6688995361
1398,30.7841072083
1399,11.3111944199
1400,29.8324298859
1401,46.3791122437
1402,62.2986526489
1403,61.9817390442
1404,80.1426620483
1405,26.5100479126
1406,77.7054901123
1407,45.4325904846
1408,77.3699951172
1409,44.1778297424
1410,87.2210235596
1411,66.8893890381
1412,35.6867332458
1413,29.0496063232
1414,37.0108108521
1415,59.4867897034
1416,36.4637298584
1417,72.556137085
1418,36.1896286011
1419,35.3246459961
1420,38.3295669556
1421,22.7210826874
1422,38.2089805603
1423,56.5653915405
1424,30.1273536682
1425,78.9465942383
1426,27.5058441162
1427,39.1119346619
1428,31.0480079651
1429,15.5473651886
1430,30.875421524
1431,48.4518356323
1432,59.2630767822
1433,64.5246124268
1434,73.0794219971
1435,34.1163825989
1436,75.3754425049
1437,48.5587234497
1438,72.6510467529
1439,49.2006988525
1440,82.8495788574
1441,65.6711959839
1442,35.7900733948
1443,29.9185905457
1444,35.9035606384
1445,59.5020217896
1446,37.35364151
1447,72.1141052246
1448,37.2428359985
1449,35.5417442322
1450,37.3820800781
1451,24.0862121582
1452,36.7671813965
1453,56.5220069885
1454,29.3630332947
1455,78.5000915527
1456,28.7104759216
1457,37.7320022583
1458,29.5692100525
1459,16.454662323
1460,29.8467102051
1461,47.8247337341
1462,53.9800567627
1463,62.8689460754
1464,73.8096160889
1465,34.2673835754
1466,74.5652923584
1467,49.0288543701
1468,69.2521972656
1469,48.6525650024
1470,81.5484008789
1471,67.9979400635
1472,37.227935791
1473,28.5287437439
1474,36.0415420532
1475,60.4016418457
1476,39.1017456055
1477,76.2370529175
1478,38.8781509399
1479,36.8073158264
1480,37.2403869629
1481,20.4512710571
1482,36.016254425
1483,58.0418930054
1484,31.5706691742
1485,82.4541625977
1486,30.4418869019
1487,38.6009101868
1488,30.1822299957
1489,14.1469144821
1490,28.8921127319
1491,47.4426002502
1492,61.9837646484
1493,64.4197387695
1494,77.3642044067
1495,29.5513191223
1496,76.2777328491
1497,47.4802894592
1498,76.4374313354
1499,46.4490356445
1500,85.586479187
1501,65.4562301636
1502,39.9485626221
1503,31.1565418243
1504,38.0433807373
1505,59.6803016663
1506,41.0377311707
1507,71.772277832
1508,40.6706733704
1509,36.546131134
1510,39.3926925659
1511,24.7894115448
1512,38.6378669739
1513,56.1834068298
1514,32.12159729
